MW,KEGG,PathBank,WikiPathways,PFOCR
GXPIUNZCALHVBA,False,False,False,False
BGRJTUBHPOOWDU,False,False,False,
ZMCHBSMFKQYNKA,,False,False,False
WBINGBSDOWNP-U,False,False,False,False
VZYDKJOUEPFKMW,,False,False,False
KWXICGTUELOLSQ,False,False,False,False
FEPBITJSIHRMRT,False,False,False,False
UCDCOJNNUVYFKJ,False,False,False,False
LTPDITOEDOAWRU,,False,False,False
VPWNQTHUCYMVMZ,False,False,False,False
SJRHYONYKZIRPM,False,False,,False
HWAQOZGATRIYQG,,False,False,False
YCPXWRQRBFJBPZ,,False,False,False
VGZSUPCWNCWDAN,False,False,False,False
ZOMSMJKLGFBRBS,False,False,False,False
GCMVATDSSHTCOS,False,False,False,False
IHJCXVZDYSXXFT,False,False,False,False
RKWGIWYCVPQPMF,False,False,False,False
MQJKPEGWNLWLTK,False,False,False,
ZZUFCTLCJUWOSV,False,,False,
ZNNLBTZKUZBEKO,False,,,
QFWPJPIVLCBXFJ,False,False,False,False
PBSUUNCQTRDFCM,False,False,False,False
CYLYVXPHAQLXFG,False,False,False,False
UNAHYJYOSSSJHH,False,False,False,
DBABZHXKTCFAPX,False,False,False,
LTUNNEGNEKBSEH,False,False,False,False
BNRNXUUZRGQAQC,False,False,False,False
SKVLYVHULOWXTD,False,False,False,False
SKIVFJLNDNKQPD,False,False,,
ZZORFUFYDOWNEF,False,False,False,False
QPPBRPIAZZHUNT,False,False,False,False
ASWVTGNCAZCNNR,False,False,False,False
VACCAVUAMIDAGB,False,False,False,False
JLKIGFTWXXRPMT,False,False,False,
FDDDEECHVMSUSB,False,False,,False
GECHUMIMRBOMGK,False,False,False,
NHZLNPMOSADWGC,False,False,False,False
JNMRHUJNCSQMMB,False,False,False,False
NHUHCSRWZMLRLA,False,False,False,False
LMYRWZFENFIFIT,False,False,False,False
JOXIMZWYDAKGHI,,False,False,False
LNPDTQAFDNKSHK,False,,False,
FDMBBCOBEAVDAO,False,False,False,False
AWUHAZDZHNWQAG,False,False,False,False
GVGYEFKIHJTNQZ,False,False,,
ZPUCINDJVBIVPJ,,,,
GIMKEHNOTHXONN,False,False,False,False
HOQADATXFBOEGG,False,False,False,False
GVOWHGSUZUUUDR,False,False,False,
MFDFERRIHVXMIY,False,,False,
KCLANYCVBBTKTO,False,,False,False
GKCBAIGFKIBETG,False,False,False,
FMPIFABORGZGFA,False,False,False,False
MRBKRZAPGUCWOS,,False,False,False
IQGMRVWUTCYCST,False,False,False,False
AJSVSHDVMDXRFN,False,False,False,False
HYFRSDYVPRIFOE,,False,False,False
ZQVKTHRQIXSMGY,False,False,False,False
OTLNPYWUJOZPPA,False,False,False,False
KAOMOVYHGLSFHQ,False,False,False,False
BLFLLBZGZJTVJG,False,,False,False
SYLLWWIXOMLOPY,,False,False,
SESFRYSPDFLNCH,False,False,False,
YQDHCCVUYCIGSW,False,False,False,False
QKXIPWXFQDIWOM,False,False,False,False
HDLNHIIKSUHARQ,False,False,False,False
OROAFUQRIXKEMV,False,,False,False
VKRBJLSSQUIOHL,False,False,False,False
YXHVCZZLWZYHSA,False,False,False,False
NTHXOOBQLCIOLC,False,False,False,False
TTWJBBZEZQICBI,False,False,False,False
WQQHQJCEAFGLEA,False,False,False,False
RSYYQCDERUOEFI,False,False,False,False
RKDYKIHMFYAPMZ,False,False,False,False
FFFPYJTVNSSLBQ,False,False,False,False
REQCZEXYDRLIBE,False,,,
QYPNKSZPJQQLRK,False,False,False,False
CHZCERSEMVWNHL,False,False,False,False
QWRYPHZJTWQLFX,False,False,False,False
CPEXFJVZFNYXGU,False,False,False,False
ZXDDPOHVAMWLBH,False,False,False,
FUDSTWAOSUDFKD,False,False,False,False
RXNYJUSEXLAVNQ,,False,False,False
RWCCWEUUXYIKHB,False,False,False,False
YMTINGFKWWXKFG,False,False,,
DKYWVDODHFEZIM,False,,False,
PBTXSZZKPHBHMA,False,False,False,False
XNWPXDGRBWJIES,False,False,False,False
DXGLGDHPHMLXJC,False,False,False,False
CTSAWQOSUXMFIZ,False,False,False,False
CXVGEDCSTKKODG,False,False,False,False
YJRLSCDUYLRBIZ,False,False,False,False
MIQPIUSUKVNLNT,False,False,False,False
KCINGKZYPYEEGX,False,False,False,False
AVPYQKSLYISFPO,False,False,False,False
VTXNIAJKDLEHGX,,,,False
IIGNZLVHOZEOPV,False,False,False,False
NDAUXUAQIAJITI,False,False,False,
OTVAEFIXJLOWRX,False,False,False,False
TVYLLZQTGLZFBW,False,,False,False
NNICRUQPODTGRU,,False,False,False
AYKYOOPFBCOXSL,False,False,False,False
HOOOPXDSCKBLFG,,False,False,
YBBLVLTVTVSKRW,False,False,False,False
SUSQOBVLVYHIEX,,False,False,
WHPAGCJNPTUGGD,False,False,False,False
HCFDWZZGGLSKEP,False,,False,False
PZBPKYOVPCNPJY,False,False,False,False
QXHHHPZILQDDPS,False,False,False,False
OKNHVWOSKITDKX,False,False,False,False
VDARBCCMTDKLBW,False,False,False,False
ODBOBZHTGBGYCK,False,False,False,False
IISBACLAFKSPIT,,False,False,False
HTVITOHKHWFJKO,False,False,False,False
WWRCMNKATXZARA,False,False,False,False
XLZHGKDRKSKCAU,False,False,False,False
UFWIJKBKROBWTG,False,False,False,False
RWGFKTVRMDUZSP,False,False,False,False
OLBCVFGFOZPWHH,False,False,False,
XIINYOJWNGOUPF,False,False,False,
NXTDJHZGHOFSQG,False,False,False,False
KXXZLMLLYMPYJE,False,False,False,False
XEFQLINVKFYRCS,False,False,False,
IUGDILGOLSSKNE,False,False,False,False
ZVIDYKRNLNAXFT,False,False,False,False
QBDSZLJBMIMQRS,False,False,False,False
KLFWXYAHGSXKAW,False,False,False,False
JGOAIQNSOGZNBX,False,False,False,False
MKBVGNJXUNEBAL,False,False,False,False
FYEHYMARPSSOBO,False,False,False,False
GIJXKZJWITVLHI,False,False,False,
MOYGZHXDRJNJEP,False,,False,False
ZKLPARSLTMPFCP,False,,False,False
DERZBLKQOCDDDZ,False,,False,False
HOOSGZJRQIVJSZ,False,False,False,False
YVGGHNCTFXOJCH,,False,False,
UVKZSORBKUEBAZ,False,,False,False
AHJKRLASYNVKDZ,False,False,False,
UCNVFOCBFJOQAL,,False,False,False
ZZVUWRFHKOJYTH,False,,False,False
OGAKLTJNUQRZJU,False,False,False,False
XFDJYSQDBULQSI,False,False,False,False
RWTNPBWLLIMQHL,,,False,
SMANXXCATUTDDT,False,,False,
QOYHHIBFXOOADH,False,False,False,False
ZQDWXGKKHFNSQK,False,,False,
RDOIQAHITMMDAJ,False,False,,
JXSPGOIAWPYMGS,False,False,False,False
USSIQXCVUWKGNF,,,False,False
YCRYSVKEWAWTGI,False,False,False,False
JWBOIMRXGHLCPP,False,False,False,
FMJSMJQBSVNSBF,False,False,False,False
YVUQSNJEYSNKRX,False,False,False,
QPCVHQBVMYCJOM,False,False,False,False
VQIUVVRPDIFIPV,False,False,False,False
GUGOEEXESWIERI,False,,False,
OYYDSUSKLWTMMQ,False,False,False,False
ZTJORNVITHUQJA,False,False,False,False
YKUCHDXIBAQWSF,False,False,False,False
IBHWREHFNDMRPR,False,False,False,False
QPEJHSFTZVMSJH,,False,False,
WJXSWCUQABXPFS,,,,False
HDGBHYXZLPCUJI,False,False,False,False
LBKFGYZQBSGRHY,False,False,,
SXOPCLUOUFQBJV,,False,,False
ZRWJIZYZTLTXJI,False,False,False,False
VYVKHNNGDFVQGA,False,False,False,False
WKOLLVMJNQIZCI,,False,,False
HORQAOAYAYGIBM,False,False,False,False
NIPDVSLAMPAWTP,False,False,False,False
TYMLOMAKGOJONV,False,False,False,False
XZKIHKMTEMTJQX,,False,False,False
GQKXCBCSVYJUMI,False,False,False,
WIIZWVCIJKGZOK,False,,,
YPQLFJODEKMJEF,False,False,False,False
AGUIVNYEYSCPNI,False,False,False,False
BAFQDKPJKOLXFZ,False,False,False,False
CHIFOSRWCNZCFN,False,False,False,False
XQTLDIFVVHJORV,False,False,False,False
XXOYNJXVWVNOOJ,False,False,False,False
VUPFPVOJLPTJQS,False,False,False,False
NLYNUTMZTCLNOO,False,False,False,False
QQQYTWIFVNKMRW,False,False,False,False
XMTQQYYKAHVGBJ,False,False,False,
RGNPBRKPHBKNKX,False,False,False,False
SCEVFJUWLLRELN,False,False,False,False
BMLIZLVNXIYGCK,False,False,False,False
OGYFATSSENRIKG,False,False,False,False
FYGHSUNMUKGBRK,False,False,False,
GWHJZXXIDMPWGX,False,False,False,False
WAPNOHKVXSQRPX,,False,False,False
UMAHGMFKBJHGME,,False,False,False
GIGNQZIJYUEWTI,False,False,False,False
CZZZABOKJQXEBO,False,False,False,False
UFFBMTHBGFGIHF,,,,False
WRMNZCZEMHIOCP,,,,
UPMXNNIRAGDFEH,,False,False,False
CNJGWCQEGROXEE,False,False,False,False
GSCPDZHWVNUUFI,False,False,False,False
MRVQULNOKCOGHC,False,False,False,False
XRHGYUZYPHTUJZ,,False,False,False
MDQKYGOECVSPIW,False,False,False,False
OQCYOHPVXHQWSI,False,False,False,False
BBJOGQWGYPHPCA,False,False,False,False
BNUHAJGCKIQFGE,False,False,False,False
BYHDDXPKOZIZRV,False,False,False,False
YYVYAPXYZVYDHN,False,False,False,False
LTMQZVLXCLQPCT,False,False,False,False
WUBBRNOQWQTFEX,False,False,,
NTJOBXMMWNYJFB,False,False,False,False
QXAITBQSYVNQDR,False,False,False,False
YMARZQAQMVYCKC,False,False,False,
PXXJHWLDUBFPOL,False,False,False,False
BEHLMOQXOSLGHN,False,False,False,False
UHOVQNZJYSORNB,,False,,
JFDZBHWFFUWGJE,,False,False,False
WGQKYBSKWIADBV,False,False,,False
KCXMKQUNVWSEMD,False,False,False,False
MDKCFLQDBWCQCV,False,False,False,False
OFQPKKGMNWASPN,False,False,False,False
CZNJCCVKDVCRKF,False,False,False,False
ABNDFSOIUFLJAH,False,False,False,False
UIEATEWHFDRYRU,False,False,False,
ZREIPSZUJIFJNP,False,False,False,False
AAQOQKQBGPPFNS,,False,False,False
MXJWRABVEGLYDG,False,False,False,False
UGTJLJZQQFGTJD,False,False,False,False
CQIUKKVOEOPUDV,False,False,False,False
VPUGDVKSAQVFFS,False,False,False,False
CJBJHOAVZSMMDJ,False,False,False,False
LNJNFVJKDJYTEU,False,False,False,False
LGXDICLRWHYEIS,False,False,False,False
HYPPXZBJBPSRLK,False,,False,False
HEZNVIYQEUHLNI,False,False,False,False
YNQLUTRBYVCPMQ,,False,False,False
WKGXYQFOCVYPAC,,,,False
ZCJPOPBZHLUFHF,False,False,False,False
FCOAHACKGGIURQ,False,False,False,False
CVRALZAYCYJELZ,False,False,False,False
YECBIJXISLIIDS,False,,False,
YFBPRJGDJKVWAH,False,False,False,False
WJAJPNHVVFWKKL,False,False,False,
YHXISWVBGDMDLQ,False,False,False,False
VWPOSFSPZNDTMJ,False,,False,False
IIBOGKHTXBPGEI,False,False,False,False
LULNWZDBKTWDGK,False,False,False,False
NLRKCXQQSUWLCH,,False,False,False
WBSMIPAMAXNXFS,False,False,False,False
RNVCVTLRINQCPJ,False,False,False,False
CTQNGGLPUBDAKN,,False,False,False
WYWIFABBXFUGLM,False,False,False,False
HKOOXMFOFWEVGF,False,False,False,False
XNERWVPQCYSMLC,False,False,False,False
URLKBWYHVLBVBO,,False,False,False
BBEAQIROQSPTKN,,False,False,False
VGKDLMBJGBXTGI,False,False,False,
ZBMZVLHSJCTVON,False,,False,False
CXWXQJXEFPUFDZ,,False,False,False
XAIPTRIXGHTTNT,False,False,False,False
UFLGIAIHIAPJJC,False,,False,False
UBQNRHZMVUUOMG,False,False,False,False
ABLACSIRCKEUOB,False,False,False,False
ALWKGYPQUAPLQC,False,False,False,False
XSVMFMHYUFZWBK,False,False,False,False
WSEQXVZVJXJVFP,,,,False
DWAWDSVKAUWFHC,False,False,False,False
XQLWNAFCTODIRK,False,False,False,False
ALOBUEHUHMBRLE,False,,False,False
PTJADDMMFYXMMG,,,False,False
SGTNSNPWRIOYBX,False,,False,False
YXKTVDFXDRQTKV,False,False,False,False
KUBCEEMXQZUPDQ,,False,False,False
RXQCGGRTAILOIN,False,False,False,False
GHFGJTVYMNRGBY,False,False,False,False
ICFJFFQQTFMIBG,False,False,False,
ICKWICRCANNIBI,False,False,False,False
NLZUEZXRPGMBCV,False,False,False,
DKCPKDPYUFEZCP,False,False,False,False
YKYXORJDSTUCTN,False,False,False,False
KLSLBUSXWBJMEC,False,False,False,False
KWGRBVOPPLSCSI,,False,False,
NDPTTXIBLSWNSF,False,False,False,False
GEFQWZLICWMTKF,False,False,False,False
QCCDLTOVEPVEJK,False,False,False,False
DLNKOYKMWOXYQA,,False,False,
ZYHMJXZULPZUED,False,False,False,False
DWFZBUWUXWZWKD,False,False,False,False
WJOBFSVTSCWIDG,,False,False,False
KLLYDTMVSVIJEH,False,False,False,False
NPVWMTXVBADMFC,False,False,False,False
VRMYGSOHQOAIFX,,False,False,False
QUDWYFHPNIMBFC,False,False,False,False
DOIRQSBPFJWKBE,False,False,False,
VOWAEIGWURALJQ,False,False,False,False
JQCXWCOOWVGKMT,False,False,False,False
KCXZNSGUUQJJTR,False,False,False,False
ZVFDTKUVRCTHQE,False,False,False,False
HBGGXOJOCNVPFY,False,False,False,False
IJFPVINAQGWBRJ,False,False,False,False
MQIUGAXCHLFZKX,False,False,False,False
IPKKHRVROFYTEK,False,False,False,False
MQHNKCZKNAJROC,False,False,False,False
XFGRNAPKLGXDGF,False,False,False,False
IYTPMLIWBZMBSL,False,False,False,False
XIKIUQUXDNHBFR,False,False,False,False
YWWHKOHZGJFMIE,False,False,False,False
RZJSUWQGFCHNFS,False,False,False,False
RNCMBSSLYOAVRT,False,False,False,False
FNJSWIPFHMKRAT,False,False,False,False
QXGJCWSBOZXWOV,,False,False,False
XZYRJVLKSRQAGD,False,False,False,False
YYDRNPOEMZZTPM,,False,False,False
RMBFBMJGBANMMK,,False,False,False
GJMPSRSMBJLKKB,False,False,False,False
GOWLARCWZRESHU,False,False,False,False
PYCSFZRHAYWHQB,False,False,False,False
YXFVVABEGXRONW,,False,False,
LKJPYSCBVHEWIU,False,False,False,False
MKXKFYHWDHIYRV,,False,False,
CJOFXWAVKWHTFT,False,False,False,
KUIZEDQDELAFQK,False,False,False,False
BAYGVMXZJBFEMB,False,False,False,False
KLXACYSQYFWVLM,False,False,False,False
VVOAZFWZEDHOOU,False,False,False,
DMVOXQPQNTYEKQ,,False,,False
FPWNLURCHDRMHC,,False,False,False
VHLKTXFWDRXILV,False,False,False,False
ZUOUZKKEUPVFJK,,False,False,False
YKOQAAJBYBTSBS,,False,False,
HTQMVQVXFRQIKW,False,,False,False
GHOSNRCGJFBJIB,False,False,False,False
HUPFGZXOMWLGNK,False,,False,
YOSHYTLCDANDAN,False,,False,False
PSIFNNKUMBGKDQ,False,,False,
MYVLYOJYVMLSFA,,False,,False
VTRAEEWXHOVJFV,False,,,
OUJJWPMPNAGHRR,False,False,False,False
MVWHGTYKUMDIHL,False,False,False,
LAHWLEDBADHJGA,False,False,False,False
IUTPYMGCWINGEY,,False,False,False
RPUMZMSNLZHIGZ,False,False,False,False
WBHQEUPUMONIKF,False,False,False,False
BZTYNSQSZHARAZ,False,False,False,False
ZHSOTLOTTDYIIK,False,False,,
WFDXOXNFNRHQEC,False,False,False,False
RYVIXQCRCQLFCM,False,False,False,False
RDJGLLICXDHJDY,False,,False,
AUYYCJSJGJYCDS,,,,
KKCIOUWDFWQUBT,False,False,False,False
KRMDCWKBEZIMAB,False,False,False,
BXWVSGUITWLTOD,False,False,False,False
JURKNVYFZMSNLP,False,False,False,False
PHVGLTMQBUFIQQ,False,False,False,
ILPSCQCLBHQUEM,False,False,False,False
CZIHNRWJTSTCEX,False,False,False,False
ZDOIAPGLORMKTR,False,False,False,False
XFOHWECQTFIEIX,False,False,False,False
NAUFEDHPWOGKDO,,False,False,False
PVUBSZGNXLNTLX,False,False,False,False
IFYWTLQMNWNCFH,False,False,False,False
BNUJIESPRPGZOC,,False,False,False
MALFODICFSIXPO,,False,False,False
HFZWRUODUSTPEG,,False,False,False
YUHLEBUZROOCJG,False,False,False,False
YIVXMZJTEQBPQO,False,False,False,False
BTFHLQRNAMSNLC,False,False,False,False
DHWRNDJOGMTCPB,False,False,False,False
WDZVGELJXXEGPV,False,False,False,
INJOMKTZOLKMBF,False,False,False,
CKAPSXZOOQJIBF,,False,False,
YQEZLKZALYSWHR,False,False,,
XKJMBINCVNINCA,False,False,False,False
YTAOBBFIOAEMLL,False,False,False,
UNAANXDKBXWMLN,False,False,False,
FSCWZHGZWWDELK,False,False,False,False
PYZRQGJRPPTADH,False,False,False,False
OCJBOOLMMGQPQU,,False,False,False
RFHAOTPXVQNOHP,False,False,False,
YIAPLDFPUUJILH,False,False,False,False
NFBAXHOPROOJAW,False,,,False
MLKXDPUZXIRXEP,False,,,
BDZJLPDYMKPKGC,False,False,False,False
SJNCSXMTBXDZQA,False,False,False,False
LGXRGPOUGZXSEB,False,False,False,False
FHUWFKLKKCQTOL,,False,False,False
IBZGBXXTIGCACK,False,,False,False
WCKNDRCJQZCZLO,,False,False,False
OYEXGNNKRQPUBW,,False,False,False
PYFOXRACBORDCT,,False,False,
QSPIPUXWSNFXCK,,False,False,False
VOJUXHHACRXLTD,,False,False,False
KQSABULTKYLFEV,False,False,False,False
SJJCQDRGABAVBB,,False,False,False
SQAINHDHICKHLX,,False,False,False
ZUINPPQIQARTKX,False,False,False,False
RUFPHBVGCFYCNW,,False,False,
RJKGJBPXVHTNJL,,False,False,False
QPUHWUSUBHNZCG,,False,False,False
JBIJLHTVPXGSAM,False,False,False,False
PJKVFARRVXDXAD,,False,False,False
MFGWMAAZYZSWMY,,False,False,False
HXEZIDSFDHEIIQ,False,False,False,False
LOWWSYWGAKCKLG,False,False,False,False
AFPRJLBZLPBTPZ,False,False,False,False
GERIGMSHTUAXSI,False,False,False,False
CVXBEEMKQHEXEN,False,False,False,
HLVXFWDLRHCZEI,False,False,False,False
PYZSVQVRHDXQSL,False,False,False,False
MRNNMFMPNANLHB,False,False,False,False
JEYWNNAZDLFBFF,False,False,False,False
CNIIGCLFLJGOGP,False,False,False,False
UFWIBTONFRDIAS,,False,False,False
HEWDOWUUTBCVJP,,False,False,False
PSZYNBSKGUBXEH,,False,False,False
CMWTZPSULFXXJA,False,,False,
DOMXUEMWDBAQBQ,False,False,False,False
KJCVRFUGPWSIIH,,,False,
JWAZRIHNYRIHIV,,,False,
DBIXWBXNZRHOIB,False,False,False,False
KPVVXTRWIKTJBS,,False,False,False
KESQQXMHWJFEFV,,False,False,False
ZJTLZYDQJHKRMQ,False,False,False,False
NXPPAOGUKPJVDI,,False,False,False
USWUTUCXLQBQCG,False,False,False,False
XWJUDDGELKXYNO,False,False,False,False
NROOIKAJMQWERE,False,False,False,False
MSZWVMYMDWJNJY,False,False,False,False
NVPFAZNHCJWHCL,False,False,False,False
AASZIVFAOBUOTM,False,False,False,False
OHPUYFQRCCBDGL,False,False,False,False
KIDUWMLDPAHEJH,False,False,False,False
JJPMUZRSJKMFRK,False,False,False,
GJRJTYFSORWKBE,False,False,False,False
ASABIRFQGVWRDC,False,False,False,False
FBUBVLUPUDBFME,False,False,False,False
CDAWCLOXVUBKRW,,False,,
HRLQZTOIKWEZBN,False,False,False,False
GDCCQRYSPGZVPX,False,False,False,False
NZKKXAGORRATJB,False,False,False,False
LLHICPSCVFRWDT,False,False,False,False
DVPRQNKJGQEICH,False,False,False,False
PLIKAWJENQZMHA,,False,,False
RZVAJINKPMORJF,,,,
WCVOGSZTONGSQY,False,False,False,False
LKUDPHPHKOZXCD,False,False,False,False
YKJYKKNCCRKFSL,False,False,,
VGJRJYYLGKAWDE,False,False,False,False
YODZWLPSGSZPHZ,False,False,False,False
GNXFOGHNGIVQEH,False,False,False,False
IEDVJHCEMCRBQM,False,False,False,
YSIITVVESCNIPR,False,False,False,False
WQGWDDDVZFFDIG,,False,,
GGNQRNBDZQJCCN,,False,False,False
HORNXRXVQWOLPJ,False,False,False,False
WXNZTHHGJRFXKQ,,False,False,False
IZUPBVBPLAPZRR,,False,False,False
FAXWFCTVSHEODL,False,False,False,False
KQDJTBPASNJQFQ,False,False,False,False
VISAJVAPYPFKCL,,,False,False
GCIFEQYZDROELP,False,False,False,False
YKPUWZUDDOIDPM,,False,False,
XJQPQKLURWNAAH,False,False,False,
QFYFLJZBZITPGX,False,False,False,False
KIEATOGEYUWTSR,False,False,False,False
BWXLCOBSWMQCGP,False,False,False,False
JWJCTZKFYGDABJ,,,,
UILPJVPSNHJFIK,False,False,False,
IDZZECHGWAZTIB,False,False,False,False
AVIUTYMRHHBXPB,False,False,False,False
KCDXJAYRVLXPFO,False,False,False,False
FBWPWWWZWKPJFL,,,,False
OJYLAHXKWMRDGS,False,False,False,False
XJNPNXSISMKQEX,,False,False,False
BTJIUGUIPKRLHP,,False,,False
CZNLTCTYLMYLHL,False,False,False,False
OWZPCEFYPSAJFR,False,False,False,False
KEWNKZNZRIAIAK,False,False,False,False
BPHYZRNTQNPLFI,,False,False,False
UFBJCMHMOXMLKC,False,False,False,
KJWMCPYEODZESQ,False,False,False,False
HXDOZKJGKXYMEW,,False,False,
HZBABTUFXQLADL,False,False,False,False
NTDQQZYCCIDJRK,False,False,False,False
BNNVVTQUWNGKPH,False,False,False,False
LFDYHAWYVIBCDT,False,False,False,False
SQVIAVUSQAWMKL,False,False,False,False
NLDDIKRKFXEWBK,,False,False,
QIGBRXMKCJKVMJ,,,,False
RLSSMJSEOOYNOY,,False,False,False
GYKXQTKSWLAUIT,False,False,False,False
IUBSYMUCCVWXPE,False,,False,
CKHCFVWFFIHGMT,False,False,False,False
QWVGKYWNOKOFNN,,False,False,False
UWJUQVWARXYRCG,False,,False,
IWDCLRJOBJJRNH,,,False,False
SONNWYBIRXJNDC,False,False,,
PXBZEVLDFAKFLV,,,,False
VMOIBLYUVUAHSC,False,False,False,False
YCCILVSKPBXVIP,,,False,
OCUJLLGVOUDECM,False,False,False,
BQIPXWYNLPYNHW,False,,False,False
IPBVNPXQWQGGJP,False,False,,
ZZPKZRHERLGEKA,False,False,False,False
OFRYBPCSEMMZHR,False,False,False,False
METKIMKYRPQLGS,False,,False,False
SKPLBLUECSEIFO,False,False,False,False
PZDSRPCFNWOUFP,False,False,False,False
HMIBKHHNXANVHR,False,False,False,False
WGIJTANMVWTGKB,False,False,False,False
ICLWTJIMXVISSR,False,False,False,False
HEMJJKBWTPKOJG,,False,False,
IMWZZHHPURKASS,False,False,False,False
VLPIATFUUWWMKC,False,,False,False
KQXKVJAGOJTNJS,False,,False,False
XDRYMKDFEDOLFX,False,False,False,
CPJSUEIXXCENMM,False,False,,
HYAFETHFCAUJAY,False,False,,False
ISRUGXGCCGIOQO,False,False,False,False
YASAKCUCGLMORW,False,,,False
WURBVZBTWMNKQT,False,False,False,False
BAZVSMNPJJMILC,False,False,False,False
IWZDYGHUSXWPPM,False,False,False,False
IIBYAHWJQTYFKB,False,False,False,
KNHUKKLJHYUCFP,,False,,
MZHCENGPTKEIGP,False,False,False,False
AVOLMBLBETYQHX,False,,False,
WPUIZWXOSDVQJU,False,False,False,False
ISAOCJYIOMOJEB,False,False,False,False
CFJMRBQWBDQYMK,False,False,False,False
WZHCOOQXZCIUNC,False,False,False,False
DCOPUUMXTXDBNB,False,,,
DUGOZIWVEXMGBE,False,False,False,False
XIQVNETUBQGFHX,False,False,False,False
FAQJJMHZNSSFSM,,False,False,False
RKUNBYITZUJHSG,,False,False,
OFJWFSNDPCAWDK,False,False,False,False
PXOQTPQOIMSYSF,False,False,False,False
PAZJSJFMUHDSTF,False,,False,
CBEQULMOCCWAQT,False,,False,
JYWNYMJKURVPFH,,,,False
BZEWSEKUUPWQDQ,False,False,False,
RTHCYVBBDHJXIQ,False,,,False
QLPVTIQQFGWSQQ,False,False,False,
PTGXAUBQBSGPKF,False,False,False,False
JFZHPFOXAAIUMB,,False,False,False
JVNVHIPXYJPRRV,False,False,False,False
KOTXAHKUCAQPQA,False,False,False,False
PNVNVHUZROJLTJ,False,,False,False
CWLKGDAVCFYWJK,False,False,False,False
OEANUJAFZLQYOD,False,False,,False
PNIWLNAGKUGXDO,False,False,False,False
KFEUJDWYNGMDBV,False,False,,False
YGEHCIVVZVBCLE,False,False,False,False
IJVLHLCOMOKFHH,False,False,False,False
DLRVVLDZNNYCBX,,,,
DKOQIDXJOZQKIG,False,False,False,False
GUBGYTABKSRVRQ,,,,
UTIRJVJBKWSIOX,False,False,False,False
WOHYVFWWTVNXTP,False,False,False,False
JCQLYHFGKNRPGE,False,False,False,
FEXBYMWJVRXRSN,,False,False,False
PVXPPJIGRGXGCY,False,False,False,False
HIWPGCMGAMJNRG,False,False,False,False
BAQAVOSOZGMPRM,,False,False,False
CZMRCDWAGMRECN,,,,
WQQSIXKPRAUZJL,,,,
HDTRYLNUVZCQOY,,,,
LABSPYBHMPDTEL,,,,False
LGQKSQQRKHFMLI,,False,False,False
QZRKNNXRNBTODR,False,False,False,False
XUCIJNAGGSZNQT,,False,,
MQTLCYHUTVTHFO,False,False,False,False
HASDUOHKNMHNJA,False,False,False,False
CQWWASNOGSDPRL,False,False,False,False
QLTCHMYAEJEXBT,,False,False,
FERSMFQBWVBKQK,False,False,False,False
WEWBWVMTOYUPHH,,False,False,
RJPLGQRRNXUSQI,False,False,False,False
ZKSZEJFBGODIJW,,False,False,False
LABCALMTQNDOAI,False,False,False,
JRCWYCAEAZEYNW,False,False,False,False
GAGWJHPBXLXJQN,,,,False
LKZGXPMJCWRGTC,False,False,False,False
ILRCGYURZSFMEG,,False,False,
BJRNKVDFDLYUGJ,,False,,
PUSAAHYGRLPDMQ,False,False,False,False
MXURVUIFJOLZNZ,False,False,False,False
XVARCVCWNFACQC,False,False,,False
NEZJDVYDSZTRFS,False,False,False,False
GOZCEKPKECLKNO,False,False,False,
NGFMICBWJRZIBI,,False,,
RCKCYCDBDYUIGM,False,False,False,False
KVRQQFBSAHPTAB,False,False,False,False
SIMPNXWTAVEOTO,False,False,False,False
KGNGTSCIQCLKEH,False,False,False,
NHJUPBDCSOGIKX,,,False,
BPHPUYQFMNQIOC,False,False,False,
NRXWTRNYICXMBF,,False,False,False
MSWZFWKMSRAUBD,,,,
SKCBPEVYGOQGJN,,,,False
ISQZALIQHGXYSL,,False,False,False
OVRNDRQMDRJTHS,,,,
FLASNYPZGWUPSU,False,False,False,False
FZHXIRIBWMQPQF,False,False,False,False
YMJBYRVFGYXULK,,,,
XHMJOUIAFHJHBW,,,,
MTDHILKWIRSIHB,False,False,False,False
UFYKDFXCZBTLOO,,False,False,False
KSWRTSFNOKOHBE,False,False,,False
MSFSPUZXLOGKHJ,False,False,False,False
MCGXOCXFFNKASF,False,False,False,False
XOCCAGJZGBCJME,False,False,False,False
WHCJUIFHMJFEFZ,False,False,False,False
DWAICOVNOFPYLS,False,False,False,False
WBYIPZVSBSKNQR,False,False,False,False
FZLJPEPAYPUMMR,,,,False
KSOXQRPSZKLEOR,False,False,False,
NHZWETQZLORZIR,False,False,False,False
BRGMHAYQAZFZDJ,,,,False
LZKNVSNNPRQZJB,False,False,False,False
MNLRQHMNZILYPY,,,,False
NMEMTQKUEVNSPV,,,,False
ICMUIFDBEVJCQA,False,False,False,False
JNXDTQSHHDGYGF,False,False,False,False
VKPOEZPMXKUZBS,False,False,,False
CDOJPCSDOXYJJF,,,False,
PRDZVHCOEWJPOB,False,False,False,False
UNTJYOFZBHSHIU,False,False,False,False
CSMYCLLHRFFFLG,False,,,False
IIAGSABLXRZUSE,False,,,False
HRWHFIDSPSFJJQ,,False,,False
DNDNWOWHUWNBCK,,,,
JEOJIKMFKHSAJU,False,False,False,False
QQGLQYQXUKHWPX,,False,,False
